,text,label
911,परचनडले pm नपाउदा अोलिसग झगडा गरेको हो । जनताले परचनडलाइ मन पराउदैन अोलिलाइ गालि गरेर pm हुन पाउदैन ।,0
913,प्रचण्ड काङ्ग्रेस सङग मिल्यो धोका दिएर एमाले तिर लाग्यो फेरि एमाले लाई धिका दिएर काङ्ग्रेस सङ्ग मिल्यो अब पालो माधव नेपाल तिर होला अब अर्को चोटि बाट पाटी नै बिलिन हुन्छ माउवादी ओलि सङग सम्बन्ध सुधार गरेर ओलि लाई 5 बर्ष सरकार चलाउन देको भए आउने चुनाव मा प्रधानमन्त्री हुने पक्का योग थियो अब त आशा नगरे पनि हुन्छ,0
914,एम सि सि पास मात्रै गर्नुन पर्चन्ड जि अनि  हजुरकाे के हालत  हुन्छ  अब माअाेबादि सकिन्छन,0
915,MCC को आधा रकम खाइ सकेको छ यिनिहरुले विभिन्न MCC कार्यलय बनाउनको लागि अब  हस्ताक्षर गरेको कुरा पास गर्दिन भन्न मिल्छ र अब MCC फिर्ता लगे यी जति पनि हस्ताक्षर गर्ने भ्रष्टाचारि नेता जुन छन नि यिनिहरुको ज्यान जोखिममा रहने छ त्यसैले जसरी पास गर्ने पक्षमा छन यिनी हरु जनता जति सडकमा चिच्याए नि पास हुन्छ म जस्तो मूर्ख आम नेपाली नागरिक लाई नि यो कुरा प्रष्ट छ ???,0
916,नेकपा माओवादी केंद्र जिन्दावाद,1
917,प्रचण्ड देशका नेता हुन् । ओलीहरू भ्रष्टहरूको सरदार !,0
919,1. देशलाई आर्थिक र राजनेतिक हिसाबले  आत्मा निर्भर बनाउनु पर्यो।,1
920,2. नेपाल र भारत को सिमाना बन्द गर्नु पर्यो।,0
921,3. सानो भएपनि नेपाललाई भारतको भर गर्न छोड्नु पर्यो।,1
922,नेपाल देश  लाई प्रचण्ड प्रमुख हुनु पर्छ हुनु पर्छ हुनु प्रछ हुनु पर्छ,1
923,जस्ले जति गालिगरे पनि यो देसलाइ एक बनाएर हिडाउने छ्यमता केबल प्रचन्डमा मात्र छ अरु कसैको बाउको मजाल छैन। अब प्रचन्डलाइ नै विस्वास गरि देसको सासनभार सुम्पिनुको कुनै विकल्पै छैन।,1
924,"एमसिसिबारे प्रचन्ड ज्युको धाराणा सहि छ तर सझदारिमा हैन ‘परिमार्जन भएमा पास’ भन्नु ठिक । तपाईको ब्याक्तित्व केपि ओलीसंग एक पर्तिसत पनि मिल्दैन, कहिले पनि सहकार्य नगर्नु राम्रो होला।  आफ्नो सुरक्षाको ख्याल राख्दै पत्रकारले लेटदैमा असुरंक्षित जिवनशैली नअपनाउनुनै राम्रो होला l जालझेल काम नलागे भौतिक आक्रमण गरेर सिध्याउने दाउ धेरैको छ भन्ने बुज्न गारो छैन ।",0
925,"एक युग पुरुष, ईतिहाँसका निर्माता, संघीय लोकतान्त्रका नायक क. प्रचण्ड !!!",1
926,यी नालायकहरुको औकात देखियो । राजा नभए यो देश रहदैन भन्ने प्रष्ट भयो ।,0
927,प्रचण्डपथ जिन्दावाद,1
928,अबको आबस्यक्ता राजेन्द्र लिङ्देन,1
931,2. अहंकार : हाम्रो मित्र्यु हुनेहुदा धेरै अहंकारी बन्नूको खासै केहि पनि औचित्य छैन।,1
932,प्रचन्डे पतन भैसक्यो ।,0
933,साम्यवाद र समाजवादमा दर्जनौं भिन्नताहरू छन्।,0
935,राम्रो लाग्यो,1
937,यो आत्मसमिछ्या भन्ने सब्दपनी जन्तालाइ चुतिया बनाउने कुरा हो।,0
939,हो साथी हरु को जुन अहिले योउतुबे तल कमेन्ट्स गर्न पयको छौ । ।त्यो पनी माओवादी को नै देन हो । ।नभय । ।राजा को पाला म कहाँ बोल्न पैन्थ्योर,0
941,"यी पत्तुरहरुलाई झुकेर पनि भोट नदिनुहोला, सबैलाई चेतना भया",0
942,पहिला आफ्ना घाइते अपाङ्ग हरुको चित्तबुझ्दो काम गरेर आइज आनि अरु जनता ले पत्याउछ्न  अब्सर बादी भ्रष्टाचारी,0
943,सामदाम दन्डबेद भन्थेउ काम्रेड बोलाइ यक काम अर्कै बिस्बास गर्न सकिदैन।पहिला तिमिले भनेको हैन अमेरिकी साम्राज्यवाद भारतिय बिस्तार वाद भन्ने अनि तुइन काटेर मान्छे मार्दा बोल्न नसक्ने कन्फटेबल सरकार,0
944,के चै खान्छ हौ यो जंगली ले??कत्रो भ्रम र कन्फिडेन्स??साला अझै पृथ्वीनारायण शाह को नाम लिने हिम्मत गर्छ!!,0
945,देश बेचेरा मर्ने  भए  देशद्रोही हरु  तेरो एम सिसी,0
946,जनहत्यारा प्रचन्डलाई फाँसी दे,0
947,जिन्दावाद,1
948,येस्ता स्वार्थी  नेता को के कुरा सुन्नु।जन्तालाइ चुतिया बनाउने प्रचण्ड ।,0
949,तिमिहरु हरु को मुद्दा भने पनि जेजे भने पनि सबै गफ नै मात्र हो??तिमिहरु ले गरेको राजनिती नेपाली जनता र यो नेपाल आमा को हित मा गरेको छैनौ ??र तिमिहरु को उधेस्य पनि यो देश लाई बनाउ भन्ने छैन,0
951,"बिचार काे हैन पद काे सङगर्स छ भाग बन्दा काे सङगर्स छ अहिले तिमी हरु बिच जनता भाँड मै गय तिमी हरुलाइ के मतलब , बरु अब चुनाव आउदैछ भनेर कतै पत्ता साफ हुन्छ कि भन्ने डरले  अर्काे झुठकाे तुरुप फाल्ने दुषप्रयास गर्दैछाै",0
954,तिमीहरु चोर डाका फेरि वाम गठबन्धन गरेपनि आगामी चुनावमा राप्रपाले बहुमत ल्याउछ तिमि चोर बिदेशीका दलाल हरु लाई जनता हरुले चिनी सके।,0
955,झुट पनि कति कन्फिडेन्स  ले बोलेको फटाहा,0
957,", साम्राज्यवाद र सर्वहारा क्रान्तिको युगको मार्क्सवाद छ ।  वैचारिक स्तरमा, यो सर्वहारा क्रान्तिको सिद्धान्त र रणनीति हो, र विशेष गरी सर्वहारा वर्गको अधिनायकत्व हो। साम्राज्यवादको अवस्था, नियमहरू उजागर गरियो।  उनको समाजवादी क्रान्तिको सिद्धान्तमा लेनिनवादको रचनात्मक भावना व्यक्त गरिएको छ।  लेनिनले नयाँ चरणहरूमा समाजवाद पहिलो वा केही देशहरूमा विजयी हुनसक्छ भनी प्रतिपादन गरे।  उनले सर्वहारा वर्गको पार्टी विचारधारालाई अग्रणी र संगठित शक्तिको रूपमा प्रस्तुत गरे, जस बिना सर्वहारा वर्गको उपलब्धि, अधिनायकत्व र कम्युनिष्ट समाजको निर्माण असम्भव छ।",0
958,त मुलाको कुरा अब माकुन्नेहरुले मात्र हो सुन्ने अब यो ycl ले हान्ने हो तिमी दलालहरुलाइ मुला सक्छस भने  खुल्ला एक्लै हिनेर देखाउन कति अाउछन जन्ता जुत्ताको फुलमाला लिएर बुझौ,0
959,धन्यवाद,1
961,बिचरा छेपारो,0
962,"बिभीन्न जातजाती मिलेर बसेको संसारकै सुन्दर फूलबारी जस्तो देशमा लुकेर बसेको सर्प जनताको नजरमा लगभग मरेर फेरी टाउको उठाउने प्रयत्न गर्दैछ।देशलाई आपसमा बिभाजन,आप्नै संस्कृति माथी प्रहार,छोराछोरी बाद,बुहारीबादको यो मसिहाको नामोनिटान नहुदा सम्म नेपाल आमा रोईरहनु पर्ने छ।जाग युवा हो जाग।यसको समूल पतन गराउन जाग।खाडीका मूलुक जान छाडेर यसका बिरूद्दमा र आप्नो भबिष्य आफै बनाउन जाग।यो मुल्याहा हो।यो ईदिअमिन हो।यसका ओठे प्रेमका अभिव्यक्तिमा अब नफस।जाग,जाग ,जाग।",1
964,माओवादी को एजेन्डा देश चलेको छ ऋषि सरले कति राम्रो प्रश्न गर्नु भयो।,1
965,यो मुजी ले केहि ख्यास्ने वाला छैन,0
966,यिनको बोली त पुरै रुन्चेहासो पाराको छ त ! के साच्चै म्याउवादि सकिएकै हुन् त?,0
968,"जोकर लाई  प्रचण्ड को पैताला मा नि सुहाउन्न कस्सम, धरै जसो  नेपाली त tiktok र फेस बुक मा जोक हेर्दै हिल्लेने बानी परेको छ।",0
969,प्रचण्ड साँच्चै मास्क माओ र स्टालिन बराबर हैसियत मा भएका नेता हुन्। बीपी महेन्द्र र प्रचण्ड बराबर हैसियत का नेपाल को top leaders हुन्।,1
970,नेपालको एकमात्र सच्चा ईमानदार देसको बिकासगर्न सक्ने नेता,1
971,ज्यानमारा माओवादी,0
972,लाल सलाम,1
973,माओबादी प्रचण्ड जिन्दाबाद,1
974,प्रचण्ड नेपाली राजनितिको किङ मेकर हुन आफू मैदानमा नभएपनी रेफ्री भएर नेपाली राजनितिलाई ट्राकमा ल्याउन नेताहरुलाई खेलाईरहेको हुन्छ नेपाली राजनिती माओबादिको एजेन्डामा चलेको छ। प्रचण्ड कुनै ब्यक्ति हैन बिचार हो बिज्ञान हो त्यसैले प्रचण्ड र माओबादी अब कहिल्यै सकिँदैन ईतिहासमा रहिरहनेछ प्रचण्ड,1
975,गाउँले भाषामा भन्दा नेता होइन चोर आयो भन्छन् हाम्रो तीर l,0
976,"राणिकोबान  प्रतिगमनकारिहरुले(यसको भाषा मा) बनाएको देशमा बसेर,  उनिहरुले नै  बनाएको सडक, भवन एअरपोर्ट प्रयोग गरेर  अग्रगामी भएको कसरि सोच्छस?  खाते",0
977,तेरो लागि अग्रगमन भनेको संरचना भत्काउने हो? १७००० जनता मार्ने हो? भष्ट्राचार गर्नलाई हो?  तेरो परिवारका लागि गरि खाने भाडा हो?  देश  बेच्नलाई हो?,0
978,तराइ का चाैधरी र पहाड का मगर हरु लाई भड्कायर झुठा आस्वासन दीयर उनी हरुका कमजाेरी र गरिबी माथी टेकेर उनी हरुकाे रगतले नुहायर आज धन पद प्रथीस्ठा पायाेै अब फेरि झुठा सपना बाटेर जनता काे भावना सग खेलेर आफ्नाे स्वार्थ सीद्दगर्न खाेज्दै छाै,0
979,प्रचण्ड राजनेता हुन। यो देश प्रचण्डकै एजेन्डामा जान्छ।,1
980,mcc खारेज गर,0
981,"अहिले प्रचण्ड रहेन्न, अहिले फेरियछ उहाँको तर्क फेरियछ, उहाँ नेपाली जनता का छोरा हरुलाई  अपाङ्ग र बेपत्ता लाई देखाउन अनुरोध छ।",0
987,धेरै माथी पुग्छन ️️️,1
988,यो मरेको दिन देशले आबकाश पाउछ।,0
989,केपी संग अब नमिल्नु बेस हुन्छ,0
990,झाप ।ली   ओली कुमाइ को पछि नल।गनुस कमरेड अघि बढ्नु होस जनता तपाईं को साथ म। छन  लाल सलाम,0
991,तिमीहरू सिद्धिसक्यौ नभुक धेरै,0
992,यो पत्रकार रिषि धमला र himalayan tv को राजेन्द्र बानिया प्रचन्ड र मावोबादि प्रति नरम छन उल्टो प्रसन्सा गर्दिन्छन तर केपि वलि र एमाले प्रति कडा छन दारा किटेर र औला ठडायर प्रश्न गर्छन ॥ किन हो नबुझेको कुरा॥,0
993,यो 17000 रे औसारबादी हो यो जन्तु पदको लागि काँग्रेस संग पनि पार्टी एकीकरण गर्न पछि हटदैन तेसैले यसलाइ महादिबेसन मा सबै मिलेर धुलो चटाउनु पर्छ !,0
994,तेओ बाउको लेलिन वाद मर्क्स्बाद साला नेपाल वाद भन मुजि,0
995,कुहिएको आलु,0
996,चोर,0
997,धमला सर यती BG रहेछ कि फरक फरक कलरको जुराप लगाएको नि थाहा छैन,0
998,छबि लाल का खुइले कुरा ख्यास्स पुतली,0
999,गफाईता हो आबो जनताले भुट देला भनेर आसा नगरद हुनछ हजुर धेरै दोका पाको छ जनताले जनता बाटो भाकोछ,0
1000,शेयर मार्केट को बारेमा बोलेर यसको दिन गए । यो उमेर  धर्मगर्ने हो । अबत सिंग आउदैन जुरो पनी आउदैन बुद्धि खोई बा,0
1001,यो सामाजिक संजाल मा भुक्नेहरु किन प्रचण्ड को बिरोध गर्छन। बुज्दैनन कि बुज पचाउछन प्रचण्ड कै कारण ले गर्दा यसरी भुक्न पायका छन।,1
1003,शिव खुलित्त नापिस हत्यारा दलको नेता।,0
1004,पर्चन्ड माओवादी सक्केर एमाले कब्जा गर्न आयका थिय ओलि ले उत्तानो पार्दिय अहिले गुनासो गरेर के फाइदा,0
1006,त्यही भएर होला सालिकहरू भत्काएर इतिहास नै मेटाइएको कुरा गर्न सिपालु साधु डाका,0
1007,बिना गठबंधन सिङल गयर देखाय हुन्छ नि केको फुर्ती हो  काङ्ग्रेस नभय  घाँटी मा पानी जादैन गफ पनि कति हाकेको,0
1008,म जति मेहेनत गरि video बनाए पनि कसैले हेरिदिदैन किन होला ?,0
1009,भिमसेन थापा र अमरसिंह थापाको नाम लियर सम्झनु भो उहाँ जस्तो देशभक्ति हाम्रो पुर्खा ले जोडेको देश भयर लिडर हुन पाय भनेर गौरव गर्दै हुनुहुन्छ,1
1010,Great leader. मान्छे बुढा भै सके तर जोस युबाको छ त्यहि भएर मनपर्छ। तर छिट्टै भाबनामा बहकिदा बिचार गरेर निर्णयमा जादा राम्रो,1
1011,पछाडीबाट एक नम्बर ।,0
1012,दस मुखुण्डोधारी,0
1013,मैले माने त बाबा रे।।।हत्यारा आतंककारी जल्ले जे भनेनी।।बुढा कडा हुन सामान्य परिवार बाट आएर लाखौ जनता पक्ष विपक्ष मा ल्याउन सक्नु क्षमत चै हो।।जाबो 10-20 जना साथी मुजि ले पत्त्तौदैनन्आफुलाइ,1
1014,"प्रचन्डेको नैतिक रुपले पतन भैसक्यो । अब विप्लव हुन् एक मात्र आशा । विप्लव आउ देश बचाउ , दलाल भगाउ ।",1
1015,चोर दालाल,0
1016,अब माओवादी रहेन समयमै काङ्ग्रेस तिर गाभ्नुस,0
1017,प्रचण्ड राम्रो लिडर हो,1
1018,हिजो एमाले संग मिल्ने बेला मा मदन भण्डारी को नाम संग र आज काङ्ग्रेस लाई फसाउन फेरि जिरिजाको नाम लिन्छ मोरो ....,0
1019,प्रचण्डले यो देशमा जन्मलिनु यो देश र नेपालीको बिडम्बना १०० बर्ष पछाडि धकेल्यो।,0
1020,"""मार्क्सवादी हुनुहुन्छ तर आङ्सिक द्वोन्द्ववादी हुनु भो।"" ",0
1021,सफलताको शुभकामना।,1
1022,आफ्नु ज्यान जोगाउनु लाई देस को नै बलि चडाइ रा छ यो चोर ले,0
1023,दलाल भगाउ देश बचाउ,0
1024,तिमी माथी धेरै अपेक्षा छ जनता को अघि बढ्नुस कमरेड ।,1
1025,गरिब नेता,0
1026,नमरीनजेल छोर्दैनस मूला तेरो सन्तान हरु धनी पर्नू,0
1027,लाल सलाम,1
1028,लाल सलाम,1
1029,नेपाल बनाउन केहिनकेही हात पक्कै छ त्यसकारण  सम्मान पनि छ यद्यपि म एमाले हु।जस्ले जे भनुन राम्रो लाई राम्रोनी भन्नू पर्छ।,1
1030,अग्रिम शुभकामना रचना गौतमलाई,1
1031,"रजत पात, बागिना र ग्लामर गफ बन्द हुनुहुदैन ! गित, संगीत, चलचित्रको बेथिति हटाउन यस्तो कार्यक्रम अरु पनि हुनुपर्छ ।",1
1032,रजतपट र बागिनामा जे हो तेहि कुराको सत्य कुरा बताइन्छ ।तर सत्य पचाउन हर कोहिलाई गारो हुन्छ मलाई त यो कार्यक्रम सुरुवात देखि नै  मन परेको हो ।जस्ले जे भनेनी प्रकाश सुवेदी एकदम निडर पत्रकार लाग्छ मलाई मेरो लागि सधै बेस्ट,1
1033,प्रकाशजिकाे हरेक कार्यक्रम हेर्ने बानि नै भईसक्याे उहाँको बाेलिमा र काम मा दम छ️अगाडि बढ्दै जानु,1
1034,यो स्वर न आवाज को न अभिनय जोकरलाई प्रकाश सरले किन घरी घरी तपाईंको कार्यक्रम मा ल्याएरा झन भाईरल बनाउनुहुन्छ,0
1035,प्रकाश sir तपाईँ लाई 10 aaula जोडी नमस्ते  म तपाईँ को ठूलो fan,1
1037,काँठ क्षेत्रतिर ध्यान दिनुपर्यो याे कार्यक्रमले अलि राम्रो प्रचारको खाँचो छ यो क्षेत्रलाई ️,1
1038,दुध कोदुध पानी को पानी छुट्टाउने एक मात्रै पत्रकार प्रकश जि️,1
1039,पत्रकार भनेको प्रकाश सर जस्तो हुनुपर्छ सत्यतथ्य भन्न कहिले पछि हटेनन।जसको शब्द शब्दमा दम छ।,1
1040,"रजतपट uncle को , प्रोग्राम haru नहेरी ,चित नै बुझदैन ,,,चाहे जुन होश 🇳🇵🇳🇵️",1
1041,सत्य यही हो धेरै खुसी लाग्छ मलाई सबै यथार्थ विषय-वस्तु मा निडर भएर बोल्ने गर्नू हुन्छ। रजतपट को जय होस।,1
1042,गीत सङ्गीत मा ठगी गर्ने हरु नेपालमा धेरै छ्न त्यो ठगी मा पर्ने एउटा व्यक्ति मध्येको एक म पनि पर्छु ।  तपाईंको काम एकदमै प्रशम्सनिय योग्य छ । सधैं तपाईंको कामको सम्मान छ ।,1
1043,साच्चै मलाई मात्रै होकी सबै लाई हो प्रकाश  अंकल को कुनै पनि एपिसोड नहेरेर निद्रा लाग्दैन सधैं rock  प्रकाश,0
1044,अब रजतपट काकाले यी युटुप्पेहरुलाइ तह लगाउने कार्यक्रम ल्याएको भए मज्जा आउने थियो ।,1
1045,प्रकाश  दाईको त बोली मै दम  छ,1
1046,प्रकाश दाइको प्रोग्राम सारै मन पर्छ।,1
1048,"रोहित जि salute छ हजुरको विचारलाई""मलाई हैन प्रतिष्ठानले पाउनु पर्छ पैसा अनि बुबाले सम्मान पाउनु पर्छ""हामी श्रोता पनि छौँ हजुरको साथमा । यार चोर्न पनि अलिअली हैन चार दर्जन भन्दा बढि रे।डाँका हरुलाइ टाँका लाउने गरि हान्नु नपुग्या",0
1050,"बिना संकोच, बडो गर्वको साथ अरुको सिर्जना चोर्ने फटाहा हरुलाई प्रचलित ऐन कानुन अनुसार कडा भन्दा कडा कारवहि गर्नु पर्छ्।",0
1051,प्रकाश अँकल को प्रोग्राम आएसी नहेरी निदाउन सक्दिना भन्या जय होस प्रकाश अँकल को lots of love uncle️,1
1052,म त सधै प्रकाश जि को सपोर्टमा हो 2 पैसाका कलाकारलाई ठिक लगाउनै पर्छ,1
1053,खानाको व्यवस्था पनि बैनी जोई ले गरिदिएका रहेछन् खाना मीठो मानेर खाय,1
1054,काका को कार्यक्रम हेरेर दिमाग फ्रेस हुन्छ,1
1055,अब त याे अङकल काे प्राेग्राम नहेरि बस्नै सकिन्न पहिले रबि काे हेरिन्थाे तर अहिले प्रकाश अङकल जिन्दावाद,1
1056,कृष्ण कँडेल तँ चोरै हुन् ! त्यो सबै ले देखेकै कुरा हो ! महान् छौ प्रकाश दाइ,1
1057,मलाई प्रकाश दाईको specific कार्यक्रम चाँहि सहि लाग्छ !,1
1058,"एकदमै धेरै राम्रो कार्यक्रम छ। समाजमा भएका बिकृतिहरु ल्याउँदै जानु होला, सफलताको धेरै शुभकामाना प्रकाश सर।",1
1059,"अगाडि बढ्नुसहोस प्रकाश जी,  तपाइको साथ मा हामी सबै दर्शक हरु छौ ।  तपाईं को प्रश्तुती ले नै कार्यक्रम हिट बनाउछ ।",1
1060,"जसले जे भनेपनि म चाहिँ हजुरकाे फ्यान नै हाे,मलाई तपाईंको कार्यक्रम मनपर्छ।",1
1061,यथार्थ पचाउन गाह्रो भछ चोर हरुलाइ।अन्कल को प्रोग्राम बन्द गर्न खोजेछ्न। कुनै condition म बन्द गर्नुहुन्न है यो programme,0
1062,हजुरको हरेक कार्यक्रम सफल छन् र हजुरको कुनै पनि कार्यक्रम बन्द हुनु हुदैन ,1
1063,दुर्गेश जी हजुरको घमण्ड छ मिडिया मा जादा तयारी भएर जानु पर्ने थियो गीत थाहा छैन भने किन गाउने कोसिस गर्नु भयो,0
1064,प्रकाश काकाको जय होस्,1
1065,रजटपट अन्कल को सबै कार्यक्रम एकदमै मन पनपर्छ।,1
1066,"जो स्वयं आफुलाई महान सम्झेर बसेको छ,",1
1067,सायद उ भन्दा तुच्छ अरु कोही हुनै सक्दैन!,0
1068,प्रकाश अंकल हजुरको जय होस् ️🇳🇵,1
1069,धेरै राम्रो program,1
1070,२० बर्ष बाट हेरिरहेको छ मैले प्रकाश जि को कार्यक्रम जे होस राम्रो छ,1
1071,मन पर्ने प्रोग्राम रजतपट र बागिना प्रकाश दाइ र सम्पुर्ण टिम लाई बधाइ छ ️️,1
1072,original गायक ले गायको र कपि गरेर गायको गित बजाउनु होला झन उत्तम हुन्छ,1
1073,दिमाग फ्रेस हुन्छ यो कार्यक्रम हेरे पछि,1
1074,सत्य पचाउन गाह्रो हुन्छ हाम्रो कलाकार हरुलाई,0
1075,हुदैन रजतपट बन्द गर्नु हुदैन कृपया सबैले साथ हौसला दिनु पर्छ,1
1076,कुनै पनि हालतमा बन्द गर्नु हुँदैन यो कार्यक्रम,1
1077,बन्द हुन्छ त यो हिरो हिरोईन को नाटक र चुरिफुरी,0
1078,बिन्ती छ प्रकाश सुवेदी सर...... यो प्रोग्राम कुनै पनि हालतमा बन्द हुनु हुदैन.... यस्तो प्रोग्राम ले त अझ खराब भएको कलाकार को पर्दफास गर्नु पर्छ तै भएर यो प्रोग्राम बन्द नगरिओस...,0
1079,मेरो एउटै मात्र favourite show रजतपट बन्द हुनु हुदैन ।। हामी सबै प्रकाशजी हजुरको साथमा छौ ।।,1
1080,आधी तुफान आय पनि कोसैको बाउले कैही गर्न सक्दैन हाम्रो चिप्लेटि uncle लाई हाम्रो,0
1081,हाम्रो यक मात्र हीरो uncle salute 🇳🇵🇳🇵,1
1082,कार्यक्रम बन्द भयो भने नेपाली फिल्मी वहिस्कार गरिन्छ ।,0
1083,यो कार्यक्रम को निरन्तरता को अपेक्षा गर्द्छु।,1
1084,यो कार्यक्रम बन्द हुनुभएन!,1
1085,रजतपट जिन्दावाद!!!,1
1086,एकदमै यथार्थ लाग्छ यो कार्यक्रम,1
1087,कुनै हालत मा बन्द हुनु हुँदैन है यो कार्यक्रम  धेरै मन पर्छ️,1
1088,प्रकाश जी यथार्थ कुरालाई निर्धक्क भएर  सम्प्रेषण गर्न सक्ने क्षमता भएको व्यक्तित्व हुनुहुन्छ ।   तपाईं आफ्नो कर्तव्य पुरा गर्नुहोस् तपाईलाई हाम्रो  समर्थन संधै छ।,1
1089,कुनै पनि हालतमा यो कार्यक्रम बन्द गर्नु हुदैन । प्रकाश सुवेदी सर । नेपालको एक मात्र सत्य तथ्य बोल्ने रंग पत्रकार भनेकै हजुर हो ।,1
1090,"यो रजत पट कहिले आउँछ भन्दै पर्खेर बस्ने म ,, बन्द नै हुन्छ भन्दा चाहिँ दुख लाग्यो ,, जस्ले जे भने नि बन्द नगर्नु है प्रकाश दाइ,,",0
1091,हेम दाजुको एउटा कुरा चित्तबुझ्दो छ है । अरुसङ पैसा उठाएर गरेको सहयोग समाजसेवा होइन । आफै दुख गरेर कमाएको पैसाले गरेको सहयोग मात्र समाजसेवा हो,1
1092,"""मागेर समाजसेवा हुदैन, यो त आफ्नो पेट पाल्ने तरिका मात्र हो"" भन्ने भनाइलाई मज्जा संगले उदारहण नाम सहित प्रष्ट पारिदिनु भो। हेम सरको जय होस",1
1093,निडर स्पष्ट बिचार तन‌मन धनले सहयोग गर्ने हेम दाजु नमन मेरो पनि तपाइ जस्तै दुखि गरिब लाइ सहयोग गर्ने तिब्र इच्छा छ,1
1094,एउटा कुरा सारै चित्त बुजो(क्रिकेट रंगसाला चै कसैसंगमागेर होइन सरकारबाट अनुदान लिएर गर्नु पर्छ)नमन छ हेम सर,1
1095,"हेम दाइ र रबि जि को टेबल टक गरेको हेर्न मन छ,,,ल त चिप्लाउने अङकल यति कस्ट गर्दिनु",1
1096,सलाम छ  हेम थापा सर को  सोचई पहिलो चोटि देखेको मन छुने कुरा गर्नु भयो ️,1
1097,कहिल्यै नदेखेको रहेछु मैले social media र tv मा,0
1098,निस्वार्थ भाव सच्चा देश भक्ति निडर ब्याक्ती हेम दाइ हुनुहुन्छ,1
1099,हेम थापालाई लाई त यो भन्दा पहिला चिनेको थिएन तर यो  भिडियो हेरेपछि यस्तो लाग्छ दिल खोलेर सहयोग गर्ने व्यक्त्ति र मन मा पाप नभयेको दयालु सोभाबाको मान्छे चाही हो,1
1101,हेम सर एकदमै सत्य कुरा स्पष्टवादी हुनुहुन्छ। खुशी लाग्यो।️,1
1102,धेरै धेरै राम्रो बिचार  हेम दाइ हजुर को अझै जिबन सुखमय बितोश सुभकाममा️️,1
1103,"मागेर समाजसेवा कहिले हुदैन,गोहिको आँसु झारेर समाज सेवाको नामले पेट पाल्ने लाई गतिलो जापड",0
1104,"हेम दाईको कुरा सुनेर मरि लानु केही छैन,जस्तो अाका थियौ त्यस्तै जानू पर्छ......धेरै,थोरै भए पनि दिन दु:खि हरुलाई सहयोग गर्नु पर्छ भन्ने कुरा मन पर्यो।",1
1105,हेम सर सचा  समाज सेबि हुनु हुन्छ आफ्नो गाँस काटेर गरिब दुखिकाे सेवा गर्नु नै पुन्य कमौनु हो ️🇳🇵,1
1106,सत्य बोल्ने मान्छे हेम थापा दाइ ️,1
1107,सकारात्मक सोच भएका हेम थापा । यतिका सहयोगमा लगानी गर्नुको सट्टा बरु नेपालको कुनै ठाउँमा कुनै क्षेत्रमा लगानी गरिदिएर बेरोजगार नेपाली युवा युवतीहरुलाई रोजगारको सिर्जना गर्नुहोस् बरो ।,1
1109,"पैसा बाढ्नु मात्रै सहयोग हैन नि हेम सर, कसैको समस्यामा उसको लागि दुई शब्द बोल्नु नि ठूलो सहयोग हो।",1
1110,प्रकाश काका एकदिन मलाई पनि रजटपटमा अन्तर्वाता दिन मन लागेको छ  #सर्वसाधारणबाट,1
1111,"हजुरको बिचार ठिक हो दाजु, बिदेशी भुमिमा रहेर पनि नेपाल र नेपालीको कति माया छ,सच्चा देश प्रेमि।धन्यवाद ।",1
1112,समाज सेवा गर्नेले हेमा थापा र माया थाहा बाट केहि सिक्ने होकि ।,1
1113,जय नेपाल,1
1114,"मनको सफा र धनी मान्छे हुन हेम जि , अहिलेको युगमा कस्ले पो येत्तिका दान गर्छन र आफ्नो लागि नराखी नराखी , सोल्युट छ हेम जि को बिचार लाई",1
1116,जे जस्तो भएपनि सलाम छ हेम सरलाइ,1
1117,धेरै राम्रो बिचार । तपाईंको बिचारलाई सलाम हेम थापा,1
1118,"सच्चा देशभक्त हेमथापा ज्युलाई कोटि कोटि सलाम छ, रवि लामिछाने को बारेमा जे बोल्नुभयो 100% सहि हो।",1
1119,भिख मागेर कुनै काम हुँदैन।,0
1120,तेह्रथुमे नै पो हुनुहुदो रहेछ। खुशी लाग्यो हजुरको interview हेरेर्️,1
1121,यिनि दाजुको कुरा सहि हो !! बिदेश मा बसेर नेपाली लाई सहयोग गरेका छ्न यसका लागि सलाम छ हेमराज दाजुलाई !!,1
1122,शुद्ध र मिठो गफ लाग्यो,1
1123,"जुङ्गेकाकालाई मान्छेलाई जुधाउन खुब रमाइलो लाग्छ। अहिले मिडियामा जसले नेगेटिभ कमेन्टवाला खुराक पेस गर्नसक्यो, त्यही हिट हुने जमाना छ ।",0
1124,OMG साच्चि यस्ताे राम्राे बिचार भएकाे मान्छे पनि रहेछ सलाम छ हजुरलाई ️,1
1125,कुरा सहि लाग्यो है,1
1126,अगाडि बढ्नुस अझै शुभकामना,1
1127,मागेर समाजसेवी समाजिक अभियन्ताहरु धेरै भए नेपाल मा। हेम थापा जस्तो असली समाजसेवी अरु को होला?,1
1128,अरु कुरो थाहा भएन ।  हेम थापा दाई महान सच्चा एउटा निडर समाजसेवी हुन!   यहाको हाम्रो सधैभ साथ समर्थन छन!,1
1129,मेरा पुर्खाको गृहजिल्ला तेर्हथुम पाथिभारामाता को सधै आर्शिवाद मिलोस भाई सहित परिवारलाई जयहोस,1
1131,हेम राज सर ले भन्नु भएको सही छ ढिलो आयो तर कडा आयो हेम सरलाई सलाम छ,1
